3e3c60acac4462eecc8d2e47d96c0be02491cc39	e9df9d9aa706023a2808029b2d68fecc44ed6199	item8: record authorized continuation and inventory scope
1d40d69d11094e92506104441c073664187e1a6a	f6fb9e3379df7928bfed3422812d7845ceb3a263	item8: capture frozen runtime registries with infrastructure safeguards
10f1231d11e71213704ae87a40382eb242856e9d	261f94ca3ceb0bceb912a8dba346119edd088bc5	item8: extract packaged JSON and share the NBT decoder
80cc710fbc97196513a48c8dc9f7a4b9c5b74437	fda2644f8813186b37dab0d43e8cb034e99012ba	item8: capture template contents and deliver runtime registry evidence
3cbc1bbd30ec52ee1eccc2600a226db106d20f7d	d01c96740e5af05b01db943c4481b1609267db19	item8: join source variants and redact authored identities
1d50b19f582fe3c82a9c91dc7c878d4b03f27887	99f6993a7ebf4091a69612b0a1e5a43893c1442d	item8: trace custom pools and select frozen Moog templates
8a77051774d60a576ef3abff495e0a55d7a7b01c	565cbb661331f8bb7c6acf4658ba41b9841cd756	item8: capture resource-pack metadata and stopped-world context
111e1b91998e5928eea31d399cf9b1455d44b288	74ba1a08669c0c058c354c622106451786547ce1	item8: resolve resource precedence and trace selected start pools
9f4915f914c26daed394362aaca9d86e88832d51	66d5b7fb01a0fd0b1046f875422fdf30c9a576d7	item8: decode observed structure bounds from four-seed worlds
a31487af5eeff8d064fde04a884aa4a878007133	1cf8fe4cc35273e5753251afa575bfe150dcae78	item8: resolve Trial Chamber alias targets
8bf01401ea2ab775f2e88c5d6f9a5ae79ef4c48f	ad6a88264bb8c2fdc2dc9ead013b703b1b590234	item8: establish Better Mineshafts generation and vanilla suppression
d8dd45c1fdd7aaa0ee8042edd76bb6ab16d8f757	2d15403f0b1fcf7df3593dd9faa353d4b3552581	item8: resolve registry-filtered biome tags and structure constraints
0e9493c4a2430638921fbd1166366926fc908c0c	da87d919a02bef36b8a7413661a1e4151af87ce4	item8: resolve dynamic biome tags and runtime pack precedence
2f84cb6b3236b9e5648ce12463dc89c5b2c9c17f	e6905ce784edc6863cb1641988ca1c106cdde57d	item8: attribute reachable template entity and loot contents
5d4d429618ab0249774ab84b52116f89812a5cf4	4608938efd766e0f763ff42c42f879e548720993	item8: assemble the initial family inventory with explicit gaps
d00d7b8af8c0df49002ce4efd79d2b8a2bf04b05	3236ce9782657fad4d62a4f2bc1b29b254037e58	item8: integrate Mineshafts attributes and Seven Seas identities
ca90a58e4ffcb1d87b3b3a0fff28fe67bf715038	25b8e8f90832df2d96437f39c5bd914c9fed0844	item8: resolve vessel content and Integrated Stronghold components
f284457419c4334f4736311c5d7118e96be97f46	2b9c207e1599229eacc2cdefd90f155297629bd7	item8: integrate village roots and preserve registry capture custody
21f85b32941ce82c206f497453b809b32475cd0d	531a2dd4b1816ba378acc78be2db58b1f541aee7	item8: enumerate WDA canonical roots
a3cab76238dd5bb17c99a37858e828450490eda4	8ff59c0da60c7a2a30c92f798887f6b18b706edc	item8: integrate shared loot and authored entity attribution
e0c06142a194b0c10cbb377729363225b2cb64eb	b5c087b1d9a1899c6ecae5e003e4ad3a4cee727c	item8: attribute spawner sources and Explorations roots
64fb5342592d5c78bba3c79cff720145bff06308	b30737cbea2d3a004ae2bfebc61e8c9b3640e0ae	item8: reconcile Explorify design and biome variants
9a448a94da04b9af529c3c4bc73aa9dc55a8f3ca	068527b00dc8a07fe2d29f91f1e1fb3b141793c5	item8: attribute YUNG custom dungeons and Moog End roots
9569a2a9aff20062bb790becea9a0f74240b8298	d83bb15a9360d6941007e74a8eb2c47ddf379243	item8: reconcile Mega Ship and Soaring structure variants
d5e8c158174a96a988d13be3e35cf7e929d01e24	daf0846cd9b5331c4419f3a7905868d9ec461b27	item8: reconcile Nether variants and shared generator behavior
2b478878e01660c3d55070a305fa4efba4715b0f	2fc49d06de718bbae1880b7dc4f05030fe5aa89b	item8: publish qualified observed layout dimensions
dc95a331a2c9a0f932bd9450918283b7dbb4d050	e73cb18c079e255a0ca3086ce753d496b4f86451	item8: finish Nether registry assignment
d22e2c6142bc35f7d3f587d8cf0250ddc1dfa261	e8f96ecb0c75ff229987ff8ae7ffe0f4caab5928	item8: reconcile Voyager variants and complete registry assignment
3b4ebd25c7773448dbda0ab4eba4c2fa3d55249c	13a664ca254025c981a266fd632b5940ffce9e7b	item8: reconcile Repurposed structure variants
c1386fb0cbd217e4ad4009c2092dd63d67eb4ce1	d29e09dbf2c964feedc6560d8bbe790916bcc6d6	item8: reconcile CTOV outpost variants
e15b9635b149b82a79ade8622053bc4cca7feaca	f0db2a728eadc6ec31e190f8081b04917d357cde	item8: reconcile Towns and Towers designs
bd055381ec5f628855714c1344e158141228fc21	98ab8dd7e7a18d196dd2c5d8cb8c86c0642bf9cc	item8: assign IDAS roots and generation conditions
f188da4b7b87bb8445df6af0a9d7297ca16eafa0	975eb681e3a3bcaadec4e8ce0ef560699b781cdf	item8: reconcile AdoraBuild design variants
786c11f0c3420cf55ef0e1c2e3db020f8421134b	935951ac698a89014576bbb00125bf943144316a	item8: reconcile Terralith shared designs
c7170f29d37339cfa84541192e9c0857f6cb7d45	943703f65fa94b121780e5590c4f64db9d70ccc0	item8: assign Illager Space and Supplementaries roots
0bbfcd1a4fbebe0705d658ece2a0c25e6fd5968c	b2227248f83aa53a32ae9bb3796f6473bcf7a296	item8: assign Aether and BetterEnd custom roots
681724102ef1793eb499e540754cb40117b4174a	eb254f02847f5cb533d552b0d73ded07fcfa4433	item8: complete runtime registry assignment with vanilla families
3d4f53983f9089dabf9998092c0c4e4c3cff699f	a8c8ff4a124f9abd02040b7ba6b108ae3ccd8222	item8: trace conditional village pool additions
7d674f54386f250dc8645b51b3136211acc1f849	e3f0bc4d87b965e30dfc057eeeaf7517724d6000	item8: attribute Better Village replacements
59c00fcd4f2285e0ce22080491a0d76ffdbc7693	d26056c07e621ad52030d527224cb7d0a263c316	item8: resolve selected Trial Chamber replacement aliases
baa478b4df4d11f36f9545d7688b0b650883c935	ca0e191aafd3e23cf40c8c69955adcdd840611cd	item8: verify pool compilation content preservation
132a39239263604ae2cf26ec3829fa4062cf8a03	d878c6cb254ac810f0a24e1ce033545b0df9ce34	item8: attribute village street processors
1a95001738a679f0d7d342f376e3b7c0cfec2f43	7b5556b67e2453bcd80dd772819cad97b808f826	item8: resolve selected feature and surface modifier contributions
30a13b353f0d6671d4444a066aa6699bdc7e1f42	59813139684cea1ed2eb86d2575d3e598b596241	item8: identify palette-only trial spawners
b9aaa3e11b8f91ff6ab277e6664aca14bf4edd90	294edf2e7a76771f6449f34a92c42fb20d70ce2e	item8: attribute conditional trial-spawner lifecycle contents
510fbc15356a056b631ee4184aee11c6a7ee13eb	dc6c73e32afffff7a53b1e4ade3afaf6f23f92be	item8: attribute End city assembly and marker content
7331be6cb9b2a32cf6c72e01cba91e8f259af23c	8a9ed09e6bf7f0e0f826b751167d8c23277ba8dc	item8: attribute shipwreck variants and chest markers
e71a6fe99c8c81fb62f278a8825672e37e28401a	00bc75e01fdd9250fbd8228552ee8f0391e4c85c	item8: attribute igloo assembly and content
4e3cfe041f38e586953199372bcfc26d8389a2e0	15f266d73bb670433fc0af45326c417c32d5f5f4	item8: capture and integrate live dimension-biome eligibility
772813f0335995134ea9bfb6d3c925d31e2dde0d	4f8408ca837c0c79d2b55765032e104ba338fc2a	item8: attribute Nether fossil generation
a383477011c49374e338eaa57fdba679e2edb913	309603e7f1362acfa1fffa53ceab2861a6335b57	item8: attribute ocean ruin generation
6fb1655883c2c633684472884975c0e1bc5f43bc	e8576619b75ca51b55ab80b11b67f0709515dcdb	item8: attribute ruined portal generation
50fa1411bd1e429aaa7295a49d393a47f2c98606	c9040e292fec2bd543f950e2d4e03b781d983da9	item8: attribute buried treasure direct generation
2831f019f1ab606752bfe5675d2ebb956a1b5f4a	28c175c7f34949fb960f1bce7d4eac433dc3309f	item8: attribute swamp hut generation
436e8650f5bd37ad4683d228cc94e083404d697d	64836ff2fc53ba1579ddd57c6eb1c5d705578c4f	item8: attribute vanilla desert pyramid generation
a997c0d22f3e986bb387667c1a4edf2435bddc02	9beba6f7ff49369b2d7e75645ad5060c8c7e5369	item8: attribute jungle temple generation
90e4159550a9ca8474b56d41991db99787461f78	f3f9bf0695fcfa85b35b740c242c138bf42b23bc	item8: resolve vanilla suppression and tavern component roles
41c79d408a834279170c1a87951a8e3dd3ee922d	d3c204a3c11768840999f13a8307228c991b112e	item8: resolve Integrated generation suppression
bd2fffc6a1f525bfe360aeb43b7c376f4d377ad9	5ba7edf922f5d18f6372ed8cadd7d11f5cb04161	item8: consolidate CTOV settlement designs and attributes
acde30c794699ad42422ce29429cdeed78fc0b71	be3b706f8dd4e1c411806167d0839b108f22b1ea	item8: reconcile Voyager terrain and settlement variants
b6324f0cb361e7bc395ea02863aabbea61523a60	399de07da9adb1e36a3aa21410cee4c514222ba9	item8: attribute BetterEnd lake and mountain generators
9977b3ea2e24d83941153ea2ba09fe133aea9899	3acf8ada7a39620fbf37edb5d144063f81b3f99a	item8: attribute YUNG Bridges feature families
094fdbbc5ea107658a7f9957e660903b5d6147b7	1101ea9fee054ab3a203b489dbf2c5dc20a34592	item8: attribute YUNG Extras and reconcile feature-family records
09fe9770767845d646a1381c1585f39a2ee80c3c	4aae835efc97c9c7b37f9ed0bc4471febe13974e	item8: attribute End Island activation features and saved observations
4ffc6701a7d37c5a43b68583e4cb3a3759a884f5	3367c3b436e5839c085a4566db94c7ad76eb1039	item8: bind End biome feature routes and platform caller
2f948eba5a63d010713d67b7fcf1a151f3be8152	1cf5b90d651c75be0cfa78abd458b3c503e9e01f	item8: attribute Quark spire generation and frozen configuration
305c220082785317de4dee577a2ad428b47cc590	eed60af7801111cc917cb77f0ddb3f6ae1c9f163	item8: attribute Quark fairy ring and fallen log families
c2b30e552c90dc7e2d5efd4e5acf1c6d030a9615	d2e8b8c018b31f1fa7c26a32029f9de43417b574	item8: attribute monster box encounters and bounded observations
e2b41dcba8e34ea8c3004cebb8241b43bc125036	b64301a930a011685ed687e592f8c3813cbba028	item8: reconcile Nether spike and horizontal geometry
63bcdc48b001f0f2823c28f56173cef6f35d4252	23370b70fbd50a92158a01c1740a3793e1f27bc3	item8: dispose Quark underground terrain contributions
1fd491327d03e5029fb62ac5f8cf97fa67ac31b8	d5cc23e35f0aea8b1f518e6cc1b6f4fd0bd338e5	item8: dispose Quark vegetation contributions
09f24cc33e5e8bee2f36bc59fdbfc3d11c72a7a1	1f7d2e766f649885ce417956825301194d845947	item8: dispose Quark stone terrain contributions
28dc02b2700a772915ada83f4e44054c78affcd3	55f2caecb680456cb616a28c59934adad330d219	item8: attribute slime cave components and encounters
c772a3c52f67ba21243138255f0189229dccfa8f	244b28c7a68a2e31121b599301cae32e265949cd	item8: attribute Repurposed mansion assembly and content
3190429e9d5fb91dad352a7762707cb0a7eb24a9	40afd7e52005012bd716a4ee1f72f0198d794712	item8: attribute Repurposed monument assembly and processors
1b20d150ec2c3375af7f50e73e54127f12e5ac02	8de186d0b8101287d219b9c0a860156b0d01a072	item8: attribute Aether cloud contribution
03f03e258b722966bc973a1e8ead12e92e69b56c	e08ee1434a819d33aac27cbe12f9ba0db0da8c6b	item8: attribute Bronze dungeon assembly and traps
4783d5756763c27272141aa518e805d4ce351448	f6a441dd936c5c31649f8420202ca81e4f50d1e7	item8: reconcile Tavern and Chefs Delight component providers
a346716412c570ddf74220de5cae244ab93ae39e	bff109a8532ba0817203c09bebb724274f9e6a4c	item8: establish whole-stack provider census
31bb3214331e1b053da74ec3b4e6735e9d7531da	9dc77a50a8ff222e80cd4b2200148edf564a0a6b	item8: identify remaining nonregistry family candidates
15a03ccea4650b5e6329269986916383e304b090	36dd6eefbf264012ee602bf0c794880e5d9bc359	item8: dispose loot construction and Moog provider boundaries
acd68c4e4a98575891297cfa240db798993b684b	6480f3a09cd960f6e2dd00fe11d49dd3ae20d198	item8: close Chefs Delight provider boundary
c1e1c08f730add7028f85e05d3b384b0d4fb04b4	cea83c76fb90467c6abbfe3d28297a49bd16f0bc	item8: close Village Taverns provider boundary
1c09a19b868035071e7c9c85dfa4063c23b7054b	5203253c06f4915cb5765e954942dce9cf2d0767	item8: close seven seas scope with missing component retained
528b0cd62dcc7bd115e9639e58e86858fef6ca44	528b0cd62dcc7bd115e9639e58e86858fef6ca44	item8: close towns and towers candidate resource scope
83558ededc5057d801a5f67b666f3c812bc01458	1ecc91af387068ff5256aac7c6dea68cdafd9203	item8: close wda provider scope with component failures retained
fdc69feedbe58131b161066a1e1431a8961ca308	fdc69feedbe58131b161066a1e1431a8961ca308	item8: close better village provider coverage from existing evidence
223712c478765a23ebeff2ce87648bafbd663a0d	df0f750fc56c18f7bfb14517eb763b2f94b8a0d0	item8: close yung bridges provider candidate coverage
fde06c59b6b0b5ba17c09ee44f85ea0fcafb4195	1a3c151682648e05f63011b6fa210d8dac3240e4	item8: close yung extras provider candidate coverage
7aa665fde40ebabcf5331608d494feb6f8f37391	bae90ee42ea6296ddc39dc6a7e9a9474288e1d06	item8: close Moog library provider boundary
0d3945e7bbbccbfc210bf51a4c87d13da6f5ce6e	3b02f3f5a7e9cd13b3bb5b4f51a9f4ba3b28799c	item8: close Integrated Stronghold provider boundary
f0de4a9ab515c1abd9ea57e76742e763bf89160d	f9c73273ec94849642111003b478ecb171b4eeb4	item8: close AdoraBuild provider boundary
14280dd1cf1d2b7c58c5d7fa8088c69089af2110	4fea20e0f64a557b4ce14bb36e37e8a849a61bc3	item8: close CTOV provider boundary
4e4662f5b631cad43c1a7be4139cf06682548a34	f0b3a92faa2611af27371d67c7743490af0878ec	item8: close six small utility provider scopes
800cdc5daeb7fe646dfe77a2ea05003c113b349a	865d12c07f3ffc4df7437efbe11144528f43960e	item8: close three shared provider scopes
c3461aad049d6ffb81058fa661416568140a72b9	9c44cb5135924b5654f26e57067f18e1d0428fde	item8: close oceans delight provider scope
b57d505be1955a48fee087af589dd63038fe83f1	bd7770373b24696d6aa9b1a3f9698b317bff5102	item8: close bundle and shield provider scopes
8219d2d297891a44a6a9b2150bf307106e61575c	c31ce65113719390ca17e4f09ed55b818e6f3314	item8: close projectile library provider scope
0ace2d9ae6e93ebf11abb5f41041f015b255bbe0	d22ca568cd8815a2ecb82a20eb64045de408f364	item8: reconcile terralith provider candidates
e9782feee3fd9842066f41dade96be7f0f82b06b	dfadd85245060b340af1305953f2e295af2023c8	item8: reconcile tectonic provider candidates
efa06b4b473e1d35732bd50a1ca512c240004fc2	0f36e77a4e97da2d8482207b4e893c4527d37848	item8: close Explorations provider boundary
a401a7d4102b05f3b7fdbf0b3cee4624c201da9d	95b66148c729f8007eebe12491c114ba8bbf48ea	item8: close Illager Invasion provider boundary
a2e7370b3342c03fb3a148f7c1898c882b7ceb2c	1e23eae4c8649467ec2fa24d0fa39303f51d5555	item8: close save and structure utility boundaries
e1eb8207a4aaeda5117d8964c2dfa22a92f6edec	5f77a89f26fdadcf4ed3bda123997a4e023e9d66	item8: close BetterEnd provider census
a7410ba8ab37b303405329d6573467980f39238f	6dd729125f9d9a32b58df62cb0ce096101ae7ba5	item8: close Biomes O Plenty provider census
